epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.2113885830660889,0.802805747256477,0.28464719336479904,0.9133333333333333
1,0.18282815331530147,0.9424143002602104,0.19709361161415775,0.925
2,0.1144000832608874,0.9628917298336916,0.2007368916645646,0.935
3,0.08299958556115,0.973752686955538,0.1885410573333502,0.935
4,0.06966692998344468,0.9765810612060187,0.26762172048911453,0.9166666666666666
5,0.05968073421200148,0.9812195949768073,0.2596651165590932,0.9266666666666666
6,0.046505975375055845,0.9851227514424709,0.22550433209786813,0.9266666666666666
7,0.03732175400095202,0.9881773956329901,0.2504534044303,0.9316666666666666
8,0.03323356863257188,0.9890259079081344,0.21891757392634947,0.94
9,0.02234108119940448,0.9934947392238941,0.3128587604810794,0.9266666666666666
10,0.023075349117588243,0.9921371195836634,0.24961050825659187,0.9283333333333333
11,0.023446076002533768,0.9921371195836634,0.29435528193910915,0.9366666666666666
12,0.01731696788405776,0.994399818984048,0.2929229954102387,0.9283333333333333
13,0.014080269039241972,0.9957008711392692,0.3276473380935689,0.9316666666666666
14,0.010506513066043607,0.9970584907794999,0.2755168437336882,0.945
15,0.01156738669609301,0.9959837085643173,0.3392731566602985,0.9366666666666666
16,0.011026581870331906,0.9959837085643173,0.33991351034492256,0.9166666666666666
17,0.012915707922863338,0.9955311686842403,0.3698664019505183,0.925
18,0.011441406441799912,0.9959271410793076,0.405935251324748,0.93
19,0.008803719489400888,0.996605950899423,0.3573137812937299,0.9316666666666666
20,0.008758456223923112,0.9960968435343365,0.36380249047651886,0.925
21,0.007965838257677426,0.9971716257495192,0.3638199027860537,0.94
22,0.007557202097504376,0.9971150582645095,0.299540448654443,0.94
23,0.008564998893617668,0.9966625183844326,0.38265482827555386,0.9166666666666666
24,0.008516216815093375,0.9967756533544518,0.28349204825547836,0.935
